postal_code,business_id
92672,64660
94013,37167
94013,37169
94014,74674
94014,80829
94014,87059
94066,5757
94101,65856
94101,83744
94102,102
94102,134
94102,192
94102,275
94102,695
94102,709
94102,1031
94102,1139
94102,1156
94102,1207
94102,1232
94102,1235
94102,1351
94102,1396
94102,1438
94102,1549
94102,1741
94102,1742
94102,1813
94102,2094
94102,2104
94102,2106
94102,2107
94102,2401
94102,2559
94102,2561
94102,2588
94102,2589
94102,2592
94102,2768
94102,2799
94102,2810
94102,2833
94102,2862
94102,2898
94102,2922
94102,2924
94102,2925
94102,2926
94102,2928
94102,2955
94102,3019
94102,3038
94102,3056
94102,3112
94102,3123
94102,3129
94102,3207
94102,3373
94102,3374
94102,3375
94102,3403
94102,3482
94102,3490
94102,3495
94102,3496
94102,3562
94102,3611
94102,3640
94102,3642
94102,3643
94102,3645
94102,3646
94102,3665
94102,3707
94102,3729
94102,3731
94102,3769
94102,3776
94102,3790
94102,3791
94102,3794
94102,3795
94102,3796
94102,3800
94102,3803
94102,3926
94102,3929
94102,3936
94102,3989
94102,3990
94102,4047
94102,4135
94102,4136
94102,4298
94102,4304
94102,4326
94102,4327
94102,4333
94102,4404
94102,4405
94102,4406
94102,4407
94102,4408
94102,4409
94102,4410
94102,4411
94102,4574
94102,4721
94102,4729
94102,4893
94102,4905
94102,4983
94102,5345
94102,5409
94102,5420
94102,5430
94102,5434
94102,5441
94102,6367
94102,6369
94102,6548
94102,6636
94102,6881
94102,6887
94102,6893
94102,6895
94102,7182
94102,7276
94102,7512
94102,7519
94102,7652
94102,7653
94102,7672
94102,7692
94102,7695
94102,7809
94102,9710
94102,9873
94102,10107
94102,10238
94102,10433
94102,10438
94102,11860
94102,13965
94102,14075
94102,14577
94102,17616
94102,17762
94102,17822
94102,17933
94102,18428
94102,19277
94102,21921
94102,24022
94102,25151
94102,25153
94102,25160
94102,25161
94102,25162
94102,25163
94102,25878
94102,26146
94102,26343
94102,28193
94102,28468
94102,30478
94102,31568
94102,31799
94102,32702
94102,32729
94102,32736
94102,32872
94102,32995
94102,33020
94102,33084
94102,33113
94102,33468
94102,33523
94102,33920
94102,34352
94102,34353
94102,34354
94102,34676
94102,34839
94102,35106
94102,35565
94102,35689
94102,35771
94102,35884
94102,35920
94102,36179
94102,36744
94102,36861
94102,37182
94102,37344
94102,37651
94102,38112
94102,38339
94102,38606
94102,39295
94102,39495
94102,39513
94102,39936
94102,57751
94102,58710
94102,59041
94102,59153
94102,59178
94102,59422
94102,59744
94102,59828
94102,60043
94102,60345
94102,60354
94102,60355
94102,60697
94102,60711
94102,61032
94102,61180
94102,61357
94102,61618
94102,61823
94102,61953
94102,62064
94102,62277
94102,62308
94102,62443
94102,62445
94102,62462
94102,62550
94102,62551
94102,62552
94102,62674
94102,62706
94102,62778
94102,63150
94102,63503
94102,63554
94102,63619
94102,63651
94102,63652
94102,63653
94102,63654
94102,63800
94102,63804
94102,64008
94102,64236
94102,64313
94102,64621
94102,64682
94102,64745
94102,64805
94102,64938
94102,64940
94102,64975
94102,65066
94102,65240
94102,65283
94102,65408
94102,65872
94102,66185
94102,66219
94102,66675
94102,66694
94102,66709
94102,66932
94102,66979
94102,67063
94102,67184
94102,67246
94102,67250
94102,67356
94102,67786
94102,67865
94102,68287
94102,68295
94102,68360
94102,68626
94102,68629
94102,68690
94102,68764
94102,68774
94102,69110
94102,69121
94102,69150
94102,69215
94102,69288
94102,69387
94102,69388
94102,69492
94102,69495
94102,69584
94102,69590
94102,69592
94102,69595
94102,69665
94102,69680
94102,69681
94102,69705
94102,69906
94102,69938
94102,70014
94102,70418
94102,70515
94102,70921
94102,70960
94102,71065
94102,71067
94102,71424
94102,71456
94102,71510
94102,71528
94102,71769
94102,71962
94102,72004
94102,72015
94102,72093
94102,72117
94102,72171
94102,73900
94102,73902
94102,73906
94102,74070
94102,74210
94102,74240
94102,74358
94102,74436
94102,74524
94102,74626
94102,75010
94102,75013
94102,75161
94102,75187
94102,75801
94102,75850
94102,75886
94102,76064
94102,76218
94102,76285
94102,76297
94102,76373
94102,76492
94102,76588
94102,76602
94102,76681
94102,76787
94102,76874
94102,76909
94102,77098
94102,77155
94102,77213
94102,77611
94102,77705
94102,77731
94102,77755
94102,77789
94102,78050
94102,78073
94102,78074
94102,78143
94102,78213
94102,78243
94102,78300
94102,78314
94102,78579
94102,78645
94102,78662
94102,78709
94102,78749
94102,78769
94102,78779
94102,78943
94102,79168
94102,79296
94102,79445
94102,79604
94102,79667
94102,79729
94102,79753
94102,79892
94102,79946
94102,80016
94102,80151
94102,80273
94102,80285
94102,80288
94102,80295
94102,80299
94102,80312
94102,80534
94102,80995
94102,81071
94102,81090
94102,81099
94102,81140
94102,81179
94102,81187
94102,81269
94102,81277
94102,81381
94102,81432
94102,81433
94102,81453
94102,81458
94102,81522
94102,81580
94102,81591
94102,81707
94102,81756
94102,81845
94102,81987
94102,82042
94102,82074
94102,82078
94102,82097
94102,82102
94102,82145
94102,82146
94102,82214
94102,82225
94102,82252
94102,82339
94102,82388
94102,82395
94102,82407
94102,82550
94102,82699
94102,82808
94102,82812
94102,82921
94102,82954
94102,82959
94102,83046
94102,83305
94102,83336
94102,83387
94102,83459
94102,83475
94102,83497
94102,83538
94102,83596
94102,83602
94102,83778
94102,83779
94102,83821
94102,83931
94102,83998
94102,84090
94102,84446
94102,84510
94102,84668
94102,84692
94102,84727
94102,84728
94102,84729
94102,84811
94102,84888
94102,85085
94102,85164
94102,85279
94102,85352
94102,85353
94102,85363
94102,85646
94102,85809
94102,85849
94102,85930
94102,85968
94102,85987
94102,86116
94102,86159
94102,86354
94102,86393
94102,86395
94102,86568
94102,86594
94102,86609
94102,86619
94102,86620
94102,86645
94102,86753
94102,86914
94102,86990
94102,86991
94102,86992
94102,86994
94102,86997
94102,87015
94102,87022
94102,87099
94102,87282
94102,87374
94102,87475
94102,87476
94102,87537
94102,87716
94102,88129
94102,88162
94102,88774
94102,88878
94102,89104
94102,89328
94102,89335
94103,394
94103,395
94103,397
94103,403
94103,744
94103,809
94103,1154
94103,1216
94103,1452
94103,1496
94103,1520
94103,1542
94103,1664
94103,1674
94103,1798
94103,1815
94103,1823
94103,1942
94103,2134
94103,2173
94103,2331
94103,2437
94103,2525
94103,2553
94103,2580
94103,2737
94103,2743
94103,2764
94103,2773
94103,2842
94103,2854
94103,2972
94103,2995
94103,3076
94103,3091
94103,3095
94103,3393
94103,3394
94103,3458
94103,3459
94103,3613
94103,3614
94103,3649
94103,3855
94103,3892
94103,3920
94103,3948
94103,3972
94103,3980
94103,3982
94103,4012
94103,4048
94103,4057
94103,4170
94103,4211
94103,4268
94103,4270
94103,4280
94103,4320
94103,4335
94103,4351
94103,4352
94103,4353
94103,4425
94103,4438
94103,4475
94103,4478
94103,4511
94103,4531
94103,4532
94103,4590
94103,4620
94103,4656
94103,4780
94103,4787
94103,4789
94103,4906
94103,4907
94103,4923
94103,4968
94103,5010
94103,5011
94103,5019
94103,5053
94103,5150
94103,5268
94103,5289
94103,5297
94103,5325
94103,5364
94103,6171
94103,6429
94103,6685
94103,7113
94103,7135
94103,7167
94103,7449
94103,7538
94103,7561
94103,7605
94103,7610
94103,7678
94103,7757
94103,7880
94103,8091
94103,8948
94103,9155
94103,9727
94103,10327
94103,10332
94103,11065
94103,13814
94103,13837
94103,14022
94103,14575
94103,15120
94103,15537
94103,16751
94103,17522
94103,17523
94103,17524
94103,18330
94103,18577
94103,18580
94103,18581
94103,18800
94103,19003
94103,19055
94103,19056
94103,19057
94103,19058
94103,19063
94103,19386
94103,19416
94103,19417
94103,21407
94103,23068
94103,24159
94103,24278
94103,24431
94103,25301
94103,25563
94103,25572
94103,26149
94103,27053
94103,27056
94103,27377
94103,27779
94103,27793
94103,27799
94103,27854
94103,27947
94103,27964
94103,27986
94103,28169
94103,28206
94103,29948
94103,30143
94103,30496
94103,30535
94103,31319
94103,32654
94103,32682
94103,32683
94103,32684
94103,32685
94103,32737
94103,32887
94103,33467
94103,33728
94103,33884
94103,33916
94103,34161
94103,34181
94103,34505
94103,35448
94103,35591
94103,35882
94103,36277
94103,36378
94103,36494
94103,36745
94103,36840
94103,37038
94103,37090
94103,37166
94103,37168
94103,37170
94103,37171
94103,37350
94103,37670
94103,37792
94103,38259
94103,38330
94103,38428
94103,38566
94103,38709
94103,39113
94103,39584
94103,39875
94103,40151
94103,57584
94103,58576
94103,58637
94103,58750
94103,58913
94103,59577
94103,59934
94103,60029
94103,60067
94103,60300
94103,60713
94103,60789
94103,60823
94103,60824
94103,60825
94103,60984
94103,61122
94103,61123
94103,61247
94103,61390
94103,61391
94103,61427
94103,61514
94103,61690
94103,61789
94103,61861
94103,62010
94103,62532
94103,62632
94103,62785
94103,62913
94103,62978
94103,63076
94103,63131
94103,63136
94103,63447
94103,63601
94103,63757
94103,63776
94103,63926
94103,64299
94103,64308
94103,64416
94103,64609
94103,64803
94103,64854
94103,65228
94103,65396
94103,65442
94103,65529
94103,65602
94103,65649
94103,65661
94103,65791
94103,65860
94103,65896
94103,66255
94103,66363
94103,66406
94103,66534
94103,66715
94103,66717
94103,66732
94103,66811
94103,66918
94103,66927
94103,66963
94103,67123
94103,67174
94103,67181
94103,67182
94103,67430
94103,67432
94103,67514
94103,67558
94103,67602
94103,67807
94103,67936
94103,67943
94103,67982
94103,67985
94103,68027
94103,68104
94103,68254
94103,68269
94103,68281
94103,68294
94103,68298
94103,68421
94103,68422
94103,68430
94103,68451
94103,68510
94103,68541
94103,68608
94103,68632
94103,68660
94103,68672
94103,68698
94103,68762
94103,68763
94103,68831
94103,68860
94103,68880
94103,68891
94103,68916
94103,68955
94103,69081
94103,69153
94103,69194
94103,69195
94103,69249
94103,69272
94103,69275
94103,69290
94103,69350
94103,69351
94103,69378
94103,69380
94103,69437
94103,69511
94103,69520
94103,69627
94103,69653
94103,69691
94103,69694
94103,69722
94103,69737
94103,69758
94103,69932
94103,69974
94103,70045
94103,70064
94103,70068
94103,70090
94103,70123
94103,70132
94103,70141
94103,70181
94103,70182
94103,70210
94103,70723
94103,70912
94103,70983
94103,71208
94103,71259
94103,71327
94103,71416
94103,71563
94103,71597
94103,71641
94103,71703
94103,71783
94103,71791
94103,71990
94103,72107
94103,72169
94103,73840
94103,73963
94103,74027
94103,74084
94103,74116
94103,74229
94103,74237
94103,74244
94103,74284
94103,74294
94103,74549
94103,74565
94103,74972
94103,75108
94103,75277
94103,75350
94103,75375
94103,75386
94103,75460
94103,75649
94103,75685
94103,75940
94103,76196
94103,76245
94103,76323
94103,76445
94103,76465
94103,76747
94103,76799
94103,76817
94103,76959
94103,76998
94103,77005
94103,77058
94103,77065
94103,77095
94103,77182
94103,77419
94103,77457
94103,77515
94103,77528
94103,77548
94103,77581
94103,77767
94103,77771
94103,77772
94103,77918
94103,78018
94103,78106
94103,78157
94103,78220
94103,78307
94103,78336
94103,78363
94103,78390
94103,78481
94103,78516
94103,78528
94103,78642
94103,78668
94103,78669
94103,78698
94103,78701
94103,78705
94103,78761
94103,78819
94103,78820
94103,78835
94103,78852
94103,78889
94103,78911
94103,78941
94103,79089
94103,79187
94103,79193
94103,79196
94103,79214
94103,79299
94103,79329
94103,79350
94103,79410
94103,79432
94103,79546
94103,79568
94103,79595
94103,79599
94103,79654
94103,79704
94103,79783
94103,79804
94103,79990
94103,80138
94103,80241
94103,80280
94103,80354
94103,80363
94103,80479
94103,80484
94103,80515
94103,80588
94103,80659
94103,80782
94103,80832
94103,80974
94103,81073
94103,81088
94103,81136
94103,81297
94103,81310
94103,81356
94103,81442
94103,81464
94103,81484
94103,81602
94103,81643
94103,81680
94103,81757
94103,81759
94103,81800
94103,81802
94103,81937
94103,81951
94103,81999
94103,82009
94103,82107
94103,82140
94103,82211
94103,82215
94103,82278
94103,82291
94103,82376
94103,82429
94103,82452
94103,82453
94103,82610
94103,82635
94103,82654
94103,82695
94103,82714
94103,82715
94103,82718
94103,82721
94103,82792
94103,82821
94103,82878
94103,82890
94103,82891
94103,82895
94103,82897
94103,82898
94103,83382
94103,83612
94103,83643
94103,83706
94103,83709
94103,83769
94103,83776
94103,83796
94103,83889
94103,83991
94103,84038
94103,84065
94103,84339
94103,84482
94103,84530
94103,84589
94103,84634
94103,84770
94103,84892
94103,84893
94103,84899
94103,84921
94103,85007
94103,85102
94103,85144
94103,85175
94103,85180
94103,85258
94103,85518
94103,85601
94103,85679
94103,85690
94103,85709
94103,85738
94103,85856
94103,85908
94103,85947
94103,85971
94103,86013
94103,86154
94103,86155
94103,86158
94103,86256
94103,86296
94103,86303
94103,86330
94103,86405
94103,86447
94103,86567
94103,86638
94103,86672
94103,86790
94103,86915
94103,87146
94103,87312
94103,87338
94103,87469
94103,87470
94103,87541
94103,87631
94103,87793
94103,87927
94103,88114
94103,88120
94103,88840
94103,88881
94103,89217
94104,10
94104,24
94104,76
94104,77
94104,140
94104,164
94104,178
94104,428
94104,892
94104,1127
94104,1544
94104,1582
94104,1623
94104,1692
94104,1831
94104,1837
94104,1854
94104,1856
94104,1866
94104,1867
94104,1870
94104,2249
94104,2252
94104,2780
94104,2870
94104,2884
94104,2917
94104,2919
94104,3006
94104,3116
94104,3548
94104,3550
94104,3561
94104,3571
94104,3997
94104,6123
94104,7005
94104,7305
94104,10363
94104,15961
94104,16419
94104,17812
94104,18818
94104,19379
94104,24936
94104,32823
94104,33056
94104,33516
94104,35671
94104,36474
94104,37802
94104,38197
94104,38530
94104,39048
94104,39049
94104,39778
94104,57623
94104,58659
94104,59025
94104,59065
94104,59833
94104,60085
94104,60633
94104,60644
94104,61490
94104,61635
94104,61669
94104,63493
94104,66515
94104,66806
94104,67153
94104,67839
94104,68070
94104,68128
94104,68288
94104,68351
94104,68442
94104,68766
94104,68901
94104,69861
94104,69895
94104,70258
94104,70330
94104,70486
94104,70521
94104,70661
94104,71307
94104,71473
94104,71576
94104,71682
94104,71823
94104,71910
94104,74536
94104,74537
94104,74572
94104,74763
94104,74854
94104,75029
94104,75085
94104,75166
94104,75738
94104,75849
94104,75961
94104,76142
94104,76401
94104,76687
94104,77053
94104,77682
94104,77826
94104,78021
94104,78310
94104,78619
94104,79132
94104,79206
94104,80019
94104,80037
94104,80044
94104,81291
94104,81471
94104,81595
94104,81607
94104,81713
94104,82048
94104,82064
94104,82093
94104,82094
94104,82930
94104,82996
94104,82998
94104,83000
94104,83005
94104,83013
94104,83583
94104,83616
94104,83642
94104,83824
94104,83927
94104,84095
94104,84500
94104,84545
94104,84711
94104,84971
94104,85156
94104,85525
94104,85583
94104,85731
94104,85847
94104,86371
94104,87477
94104,88092
94105,190
94105,216
94105,389
94105,409
94105,502
94105,519
94105,567
94105,573
94105,758
94105,1085
94105,1269
94105,1409
94105,1487
94105,1649
94105,1652
94105,1672
94105,1673
94105,1939
94105,2132
94105,2135
94105,2144
94105,2818
94105,2967
94105,2996
94105,3032
94105,3082
94105,3090
94105,3100
94105,3200
94105,3405
94105,3484
94105,3728
94105,3858
94105,3859
94105,3898
94105,3960
94105,3963
94105,4011
94105,4015
94105,4202
94105,4598
94105,4739
94105,4746
94105,4824
94105,5068
94105,6172
94105,6212
94105,6747
94105,6912
94105,7467
94105,7502
94105,7534
94105,9163
94105,9164
94105,9165
94105,9652
94105,10099
94105,11304
94105,11687
94105,12788
94105,13623
94105,15222
94105,15738
94105,16784
94105,17689
94105,18120
94105,18256
94105,18616
94105,19344
94105,22304
94105,26830
94105,27801
94105,28843
94105,33069
94105,33448
94105,33891
94105,33945
94105,34143
94105,34411
94105,34434
94105,34451
94105,34743
94105,35425
94105,35592
94105,36048
94105,36205
94105,36369
94105,36512
94105,36513
94105,37655
94105,38201
94105,38318
94105,39052
94105,39053
94105,39667
94105,39708
94105,39824
94105,57754
94105,59019
94105,60208
94105,60908
94105,61336
94105,61602
94105,61623
94105,61643
94105,61802
94105,62334
94105,62889
94105,62896
94105,63223
94105,64454
94105,64581
94105,64661
94105,65248
94105,65380
94105,65635
94105,65674
94105,65761
94105,66239
94105,67049
94105,67150
94105,67446
94105,67510
94105,68247
94105,68249
94105,68320
94105,68469
94105,68615
94105,68659
94105,68761
94105,69199
94105,69208
94105,69397
94105,70023
94105,70142
94105,70309
94105,70416
94105,70606
94105,70946
94105,71534
94105,71599
94105,71772
94105,71946
94105,74487
94105,74508
94105,75113
94105,75302
94105,75530
94105,75572
94105,75688
94105,75765
94105,75881
94105,76513
94105,76749
94105,76883
94105,77157
94105,77651
94105,77834
94105,77919
94105,78019
94105,78070
94105,78072
94105,78105
94105,78718
94105,78965
94105,79334
94105,79348
94105,79529
94105,79598
94105,80142
94105,80304
94105,80742
94105,80861
94105,81284
94105,81285
94105,81448
94105,81647
94105,81669
94105,81670
94105,81671
94105,81674
94105,81683
94105,81911
94105,81925
94105,82041
94105,82095
94105,82246
94105,82487
94105,82602
94105,82653
94105,83125
94105,83327
94105,83394
94105,83565
94105,83566
94105,83755
94105,83759
94105,83805
94105,84124
94105,84340
94105,84541
94105,84698
94105,84715
94105,84858
94105,85026
94105,85047
94105,85154
94105,85183
94105,85324
94105,85680
94105,85682
94105,85945
94105,86344
94105,86478
94105,86780
94105,86894
94105,86921
94105,86925
94105,87046
94105,87139
94105,87421
94105,87516
94105,87551
94105,87624
94105,87628
94105,87932
94107,88
94107,200
94107,413
94107,424
94107,765
94107,768
94107,773
94107,774
94107,782
94107,811
94107,1482
94107,1490
94107,1515
94107,1516
94107,1517
94107,1527
94107,1529
94107,1613
94107,1671
94107,1677
94107,2145
94107,2152
94107,2156
94107,2579
94107,2778
94107,2861
94107,2885
94107,2899
94107,2973
94107,3065
94107,3070
94107,3072
94107,3073
94107,3102
94107,3397
94107,3456
94107,3457
94107,3864
94107,3896
94107,3955
94107,3962
94107,3976
94107,3978
94107,3987
94107,4171
94107,4400
94107,4512
94107,4774
94107,4777
94107,4782
94107,4791
94107,4794
94107,5129
94107,5232
94107,5254
94107,6426
94107,6520
94107,6521
94107,6607
94107,6671
94107,6914
94107,7138
94107,7366
94107,7433
94107,7608
94107,7857
94107,7997
94107,9156
94107,9948
94107,10127
94107,11594
94107,13218
94107,13428
94107,13671
94107,14071
94107,16673
94107,17570
94107,18462
94107,19041
94107,20291
94107,21143
94107,22671
94107,23557
94107,24534
94107,24978
94107,28828
94107,33709
94107,33851
94107,34332
94107,34728
94107,35503
94107,35790
94107,35812
94107,35855
94107,37688
94107,38091
94107,38479
94107,38564
94107,38898
94107,39528
94107,40227
94107,58574
94107,58745
94107,58945
94107,60331
94107,61324
94107,61436
94107,61460
94107,61471
94107,61563
94107,61612
94107,61923
94107,61989
94107,62251
94107,62631
94107,62779
94107,62780
94107,62888
94107,63191
94107,63208
94107,63304
94107,63864
94107,64157
94107,64242
94107,64384
94107,64741
94107,65241
94107,65754
94107,66198
94107,66522
94107,66583
94107,66902
94107,66925
94107,67160
94107,67237
94107,67591
94107,67615
94107,67661
94107,67864
94107,67937
94107,68037
94107,68105
94107,68146
94107,68226
94107,68362
94107,68407
94107,68431
94107,68596
94107,68649
94107,68753
94107,68813
94107,68814
94107,68824
94107,69044
94107,69045
94107,69047
94107,69048
94107,69049
94107,69051
94107,69053
94107,69135
94107,69147
94107,69152
94107,69186
94107,69187
94107,69244
94107,69279
94107,69574
94107,69621
94107,69945
94107,70143
94107,70306
94107,70459
94107,70797
94107,70939
94107,70949
94107,71056
94107,71057
94107,71081
94107,72129
94107,72176
94107,74065
94107,74245
94107,74246
94107,74317
94107,74326
94107,74327
94107,74328
94107,74332
94107,74333
94107,74336
94107,74509
94107,74760
94107,74974
94107,75223
94107,75356
94107,75406
94107,75409
94107,75467
94107,75468
94107,75575
94107,75956
94107,76223
94107,76230
94107,76233
94107,76355
94107,76442
94107,76619
94107,76653
94107,76659
94107,76895
94107,76896
94107,77185
94107,77252
94107,77403
94107,77404
94107,77492
94107,77901
94107,78178
94107,78219
94107,78294
94107,78301
94107,78303
94107,78365
94107,78366
94107,78367
94107,78368
94107,78369
94107,78370
94107,78371
94107,78372
94107,78373
94107,78374
94107,78375
94107,78389
94107,78405
94107,78408
94107,78653
94107,78656
94107,78663
94107,78797
94107,78962
94107,79000
94107,79003
94107,79005
94107,79006
94107,79008
94107,79009
94107,79010
94107,79011
94107,79012
94107,79146
94107,79347
94107,79433
94107,79498
94107,79499
94107,79515
94107,79586
94107,79587
94107,79588
94107,79589
94107,79869
94107,79905
94107,79906
94107,79989
94107,80063
94107,80279
94107,80487
94107,80890
94107,80935
94107,81316
94107,81592
94107,81637
94107,81654
94107,81723
94107,81861
94107,81946
94107,81992
94107,82033
94107,82036
94107,82038
94107,82207
94107,82469
94107,82636
94107,82656
94107,82793
94107,82823
94107,82844
94107,82845
94107,82846
94107,82847
94107,82850
94107,82852
94107,82854
94107,82933
94107,82944
94107,82992
94107,83041
94107,83142
94107,83360
94107,83362
94107,83389
94107,83406
94107,83415
94107,83520
94107,83746
94107,83843
94107,84196
94107,84392
94107,84558
94107,84793
94107,84922
94107,85049
94107,85170
94107,85384
94107,85501
94107,85594
94107,85661
94107,86111
94107,86148
94107,86151
94107,86221
94107,86331
94107,86333
94107,86362
94107,86382
94107,86484
94107,86590
94107,86715
94107,87258
94107,87943
94107,88079
94107,88110
94107,88326
94107,88381
94107,88432
94107,89198
94107,89199
94107,89200
94107,89201
94107,89204
94108,99
94108,101
94108,108
94108,121
94108,415
94108,500
94108,891
94108,903
94108,905
94108,917
94108,919
94108,920
94108,1458
94108,1505
94108,1532
94108,1564
94108,1565
94108,1594
94108,1710
94108,1829
94108,1832
94108,2216
94108,2233
94108,2234
94108,2240
94108,2243
94108,2245
94108,2261
94108,2262
94108,2501
94108,2601
94108,2805
94108,2823
94108,2950
94108,2970
94108,3014
94108,3016
94108,3111
94108,3118
94108,3121
94108,3492
94108,3497
94108,3498
94108,3504
94108,3522
94108,3547
94108,3578
94108,3676
94108,3816
94108,4055
94108,4064
94108,4197
94108,4206
94108,4209
94108,4447
94108,4461
94108,4533
94108,4606
94108,4607
94108,4608
94108,4610
94108,4932
94108,4985
94108,5437
94108,5564
94108,5946
94108,6164
94108,6176
94108,6177
94108,6305
94108,6494
94108,6524
94108,6743
94108,6845
94108,6995
94108,7000
94108,7474
94108,7482
94108,8077
94108,8113
94108,8821
94108,9273
94108,9289
94108,9679
94108,10625
94108,10986
94108,14909
94108,14910
94108,18480
94108,18952
94108,18953
94108,18954
94108,27555
94108,29956
94108,30156
94108,31144
94108,33125
94108,33712
94108,34179
94108,34221
94108,34222
94108,34244
94108,34458
94108,34611
94108,34814
94108,34992
94108,36177
94108,36473
94108,36786
94108,36875
94108,37115
94108,37191
94108,37231
94108,37717
94108,37892
94108,39294
94108,57698
94108,59215
94108,59691
94108,60472
94108,61975
94108,62060
94108,62298
94108,62578
94108,62849
94108,63049
94108,64154
94108,65004
94108,65901
94108,65912
94108,67385
94108,67394
94108,67614
94108,67743
94108,67754
94108,67788
94108,67809
94108,67917
94108,68026
94108,68036
94108,68147
94108,68264
94108,68329
94108,68353
94108,68433
94108,68452
94108,68827
94108,68865
94108,68982
94108,69041
94108,69107
94108,69368
94108,69487
94108,69615
94108,70022
94108,70207
94108,70282
94108,70603
94108,70604
94108,70605
94108,70702
94108,70705
94108,71232
94108,71310
94108,71440
94108,71446
94108,71603
94108,73849
94108,74380
94108,74680
94108,74722
94108,75412
94108,75631
94108,76437
94108,76622
94108,76763
94108,76941
94108,77546
94108,77547
94108,77645
94108,77714
94108,77741
94108,77760
94108,77791
94108,78750
94108,78848
94108,78849
94108,78851
94108,78923
94108,79954
94108,79970
94108,80011
94108,80081
94108,80120
94108,80164
94108,80572
94108,80573
94108,80763
94108,80800
94108,81103
94108,81188
94108,81250
94108,81255
94108,81425
94108,81938
94108,81974
94108,82123
94108,82411
94108,82719
94108,82892
94108,82911
94108,82914
94108,82926
94108,83072
94108,83102
94108,83384
94108,83429
94108,83436
94108,83439
94108,83571
94108,83603
94108,83986
94108,84040
94108,84171
94108,84581
94108,84759
94108,84865
94108,85449
94108,85534
94108,85622
94108,85933
94108,85935
94108,85936
94108,85937
94108,85944
94108,86133
94108,86138
94108,86168
94108,86539
94108,86775
94108,87051
94108,87552
94108,87604
94108,87612
94108,87834
94108,88095
94108,88127
94108,88134
94108,88475
94108,88498
94108,88539
94108,88708
94109,70
94109,221
94109,279
94109,283
94109,298
94109,300
94109,302
94109,318
94109,320
94109,323
94109,335
94109,639
94109,659
94109,703
94109,798
94109,874
94109,1102
94109,1111
94109,1144
94109,1146
94109,1236
94109,1345
94109,1466
94109,1555
94109,1734
94109,1757
94109,1768
94109,1972
94109,2020
94109,2031
94109,2032
94109,2050
94109,2051
